event,date,magnitude,lat,lon
Iceberg A83,2025-06-05T00:00:00Z,84.0,-74.82,-40.74
Iceberg A83,2025-06-12T00:00:00Z,84.0,-74.12,-40.94
Iceberg A83,2025-06-20T00:00:00Z,84.0,-73.63,-41.21
Iceberg A83,2025-07-31T00:00:00Z,84.0,-73.76,-43.33
Iceberg A83,2025-08-08T00:00:00Z,84.0,-73.29,-43.92
Iceberg A83,2025-08-21T00:00:00Z,84.0,-72.6,-45.89
Iceberg A83,2025-08-28T00:00:00Z,84.0,-72.1,-45.93
Iceberg A83,2025-09-11T00:00:00Z,84.0,-71.05,-46.02
Iceberg A83,2025-09-26T00:00:00Z,84.0,-70.53,-46.21
Iceberg A83,2025-10-16T00:00:00Z,84.0,-70.12,-48.39
Iceberg A83,2025-11-14T00:00:00Z,84.0,-70.05,-50.1
Iceberg A83,2025-11-21T00:00:00Z,84.0,-69.41,-50.78
Iceberg A83,2025-12-26T00:00:00Z,84.0,-69.85,-51.5
Iceberg A83,2026-01-09T00:00:00Z,84.0,-69.19,-52.2
Iceberg A83,2026-02-06T00:00:00Z,84.0,-68.55,-51.87
Iceberg A83,2026-02-13T00:00:00Z,84.0,-68.11,-52.31
Iceberg A83,2026-03-13T00:00:00Z,84.0,-67.48,-52.08
Iceberg D33C,2024-04-19T00:00:00Z,,-75.52,-20.02
Iceberg D33C,2024-12-13T00:00:00Z,105.0,-71.34,-53.96
Iceberg D33C,2025-01-10T00:00:00Z,105.0,-70.63,-55.73
Iceberg D33C,2025-02-14T00:00:00Z,105.0,-70.73,-57.47
Iceberg D33C,2025-03-27T00:00:00Z,105.0,-70.13,-57.93
Iceberg D33C,2025-04-24T00:00:00Z,105.0,-69.66,-58.36
Iceberg D33C,2025-07-04T00:00:00Z,105.0,-69.18,-58.53
Iceberg D33C,2025-07-31T00:00:00Z,105.0,-68.5,-58.31
Iceberg D33C,2025-08-21T00:00:00Z,105.0,-67.9,-58.42
Iceberg D33C,2025-09-18T00:00:00Z,105.0,-67.39,-58.3
Iceberg D33C,2025-10-16T00:00:00Z,105.0,-66.61,-58.34
Iceberg D33C,2025-11-14T00:00:00Z,105.0,-66.14,-58.17
Iceberg D35,2024-01-11T00:00:00Z,168.0,-69.83,21.01
Iceberg D35,2024-01-18T00:00:00Z,168.0,-69.29,18.24
Iceberg D35,2024-02-02T00:00:00Z,168.0,-69.53,16.63
Iceberg D35,2024-03-01T00:00:00Z,168.0,-69.36,12.63
Iceberg D35,2024-03-07T00:00:00Z,168.0,-69.55,11.39
Iceberg D35,2024-03-15T00:00:00Z,168.0,-69.77,6.81
Iceberg D35,2024-03-22T00:00:00Z,168.0,-69.36,12.63
Iceberg D35,2024-03-29T00:00:00Z,168.0,-69.95,2.31
Iceberg D35,2024-04-05T00:00:00Z,168.0,-69.69,-1.79
Iceberg D35,2024-04-12T00:00:00Z,168.0,-70.01,-5.22
Iceberg D35,2024-12-13T00:00:00Z,168.0,-74.57,-27.82
Iceberg D35,2025-04-04T00:00:00Z,168.0,-74.62,-30.73
Iceberg D35,2025-04-24T00:00:00Z,168.0,-74.14,-31.03
Iceberg D35,2025-05-29T00:00:00Z,168.0,-73.51,-32.13
Iceberg D35,2025-06-05T00:00:00Z,168.0,-72.73,-31.99
Iceberg D35,2025-06-12T00:00:00Z,168.0,-71.97,-32.52
Iceberg D35,2025-07-18T00:00:00Z,168.0,-71.89,-34.34
Iceberg D35,2025-07-31T00:00:00Z,168.0,-72.29,-35.4
Iceberg D35,2025-08-14T00:00:00Z,168.0,-71.87,-37.49
Iceberg D35,2025-08-21T00:00:00Z,168.0,-71.3,-38.79
Iceberg D35,2025-08-28T00:00:00Z,168.0,-70.51,-39.24
Iceberg D35,2025-09-11T00:00:00Z,168.0,-69.3,-40.02
Iceberg D35,2025-09-26T00:00:00Z,168.0,-68.69,-40.24
Iceberg D35,2025-10-16T00:00:00Z,168.0,-68.54,-41.71
Iceberg D35,2025-11-14T00:00:00Z,168.0,-68.51,-43.35
Iceberg D35,2025-11-28T00:00:00Z,168.0,-68.23,-44.78
Iceberg D35,2026-01-02T00:00:00Z,168.0,-68.28,-46.42
Iceberg D35,2026-01-09T00:00:00Z,168.0,-67.73,-46.79
Iceberg D35,2026-01-23T00:00:00Z,168.0,-67.15,-47.25
Iceberg D35,2026-02-13T00:00:00Z,168.0,-66.37,-47.97
Iceberg D35,2026-03-13T00:00:00Z,168.0,-65.87,-48.19
Iceberg D35,2026-04-03T00:00:00Z,168.0,-65.34,-48.55
Iceberg D34,2023-10-20T00:00:00Z,88.0,-67.18,82.12
Iceberg D33A,2023-09-08T00:00:00Z,340.0,-69.38,17.14
Iceberg D33A,2023-09-15T00:00:00Z,340.0,-69.23,14.37
Iceberg D33A,2023-09-22T00:00:00Z,340.0,-69.37,13.16
Iceberg D33A,2023-09-30T00:00:00Z,340.0,-69.58,11.84
Iceberg D33A,2023-10-26T00:00:00Z,340.0,-69.71,10.18
Iceberg D33A,2023-11-09T00:00:00Z,340.0,-69.67,7.25
Iceberg D33A,2023-11-24T00:00:00Z,340.0,-69.66,5.51
Iceberg D33A,2023-12-08T00:00:00Z,340.0,-69.58,1.4
Iceberg D33A,2023-12-15T00:00:00Z,340.0,-69.4,-0.74
Iceberg D33A,2023-12-21T00:00:00Z,340.0,-69.6,-1.94
Iceberg D33A,2023-12-28T00:00:00Z,340.0,-69.85,-3.64
Iceberg D33A,2024-01-04T00:00:00Z,340.0,-70.07,-5.14
Iceberg D33A,2024-01-18T00:00:00Z,340.0,-70.06,-8.04
Iceberg D33A,2024-02-02T00:00:00Z,340.0,-70.56,-10.27
Iceberg D33A,2024-02-16T00:00:00Z,340.0,-71.06,-12.94
Iceberg D33A,2024-02-23T00:00:00Z,340.0,-71.49,-14.77
Iceberg D33A,2024-03-01T00:00:00Z,340.0,-72.18,-17.62
Iceberg D33A,2024-03-07T00:00:00Z,340.0,-72.57,-19.7
Iceberg D33A,2024-03-15T00:00:00Z,340.0,-73.22,-21.86
Iceberg D33A,2024-03-22T00:00:00Z,340.0,-72.18,-17.62
Iceberg D33A,2024-03-29T00:00:00Z,340.0,-74.24,-26.96
Iceberg D33A,2024-12-13T00:00:00Z,340.0,-70.58,-55.49
Iceberg D33A,2025-01-10T00:00:00Z,340.0,-70.2,-56.26
Iceberg D33A,2025-03-21T00:00:00Z,340.0,-69.78,-57.35
Iceberg D33A,2025-04-11T00:00:00Z,340.0,-69.34,-57.06
Iceberg D33A,2025-07-04T00:00:00Z,340.0,-68.89,-57.32
Iceberg D33A,2025-07-31T00:00:00Z,340.0,-68.35,-57.11
Iceberg D33A,2025-08-21T00:00:00Z,340.0,-67.73,-57.17
Iceberg D33A,2025-09-11T00:00:00Z,340.0,-67.2,-57.35
Iceberg D33A,2025-10-09T00:00:00Z,340.0,-66.59,-57.21
Iceberg D33A,2025-10-23T00:00:00Z,340.0,-66.08,-57.22
Iceberg D33A,2025-11-14T00:00:00Z,340.0,-65.54,-57.08
Iceberg D33B,2023-09-08T00:00:00Z,252.0,-69.64,18.3
Iceberg D33B,2023-09-15T00:00:00Z,252.0,-69.45,16.6
Iceberg D33B,2023-09-30T00:00:00Z,252.0,-69.3,13.66
Iceberg D33B,2023-10-26T00:00:00Z,252.0,-69.47,12.22
Iceberg D33B,2023-12-08T00:00:00Z,252.0,-69.61,9.8
Iceberg D33B,2023-12-15T00:00:00Z,252.0,-69.68,8.01
Iceberg D33B,2023-12-28T00:00:00Z,252.0,-69.94,4.38
Iceberg D33B,2024-01-04T00:00:00Z,252.0,-69.84,1.94
Iceberg D33B,2024-01-18T00:00:00Z,252.0,-69.22,-2.03
Iceberg D33B,2024-02-08T00:00:00Z,252.0,-69.6,-3.15
Iceberg D33B,2024-02-23T00:00:00Z,252.0,-70.16,-4.61
Iceberg D33B,2024-03-01T00:00:00Z,252.0,-70.29,-7.49
Iceberg D33B,2024-03-07T00:00:00Z,252.0,-70.4,-9.33
Iceberg D33B,2024-03-22T00:00:00Z,252.0,-70.29,-7.49
Iceberg D33B,2024-03-29T00:00:00Z,252.0,-71.07,-12.77
Iceberg D33B,2024-04-05T00:00:00Z,252.0,-71.47,-15.11
Iceberg D33B,2024-04-12T00:00:00Z,252.0,-72.06,-16.64
Iceberg D33B,2024-12-13T00:00:00Z,252.0,-76.49,-37.79
Iceberg D33B,2025-01-10T00:00:00Z,252.0,-76.86,-39.23
Iceberg D33B,2025-02-06T00:00:00Z,252.0,-77.29,-40.28
Iceberg D33B,2025-03-27T00:00:00Z,252.0,-76.97,-42.75
Iceberg D33B,2025-04-11T00:00:00Z,252.0,-76.53,-44.03
Iceberg D33B,2025-05-16T00:00:00Z,252.0,-76.04,-42.8
Iceberg D33B,2025-05-29T00:00:00Z,252.0,-75.11,-41.99
Iceberg D33B,2025-06-05T00:00:00Z,252.0,-74.43,-41.96
Iceberg D33B,2025-06-12T00:00:00Z,252.0,-73.98,-42.53
Iceberg D33B,2025-07-11T00:00:00Z,252.0,-73.47,-42.2
Iceberg D33B,2025-08-08T00:00:00Z,252.0,-73.12,-44.43
Iceberg D33B,2025-08-21T00:00:00Z,252.0,-72.41,-46.09
Iceberg D33B,2025-08-28T00:00:00Z,252.0,-71.89,-46.13
Iceberg D33B,2025-09-11T00:00:00Z,252.0,-70.86,-46.21
Iceberg D33B,2025-09-26T00:00:00Z,252.0,-70.3,-46.34
Iceberg D33B,2025-10-16T00:00:00Z,252.0,-69.88,-48.35
Iceberg D33B,2025-11-14T00:00:00Z,252.0,-69.86,-49.85
Iceberg D33B,2025-11-21T00:00:00Z,252.0,-69.25,-50.48
Iceberg D33B,2025-12-26T00:00:00Z,252.0,-69.65,-51.23
Iceberg D33B,2026-01-09T00:00:00Z,252.0,-69.03,-51.92
Iceberg D33B,2026-02-06T00:00:00Z,252.0,-68.41,-51.83
Iceberg D33B,2026-02-13T00:00:00Z,252.0,-67.97,-52.32
Iceberg D33B,2026-03-20T00:00:00Z,252.0,-67.38,-52.33
Iceberg A81,2023-01-27T00:00:00Z,700.0,-75.66,-27.16
Iceberg A81,2023-02-24T00:00:00Z,700.0,-76.01,-28.83
Iceberg A81,2023-03-10T00:00:00Z,700.0,-76.37,-30.79
Iceberg A81,2023-03-31T00:00:00Z,700.0,-76.8,-33.68
Iceberg A81,2023-04-07T00:00:00Z,700.0,-77.18,-34.92
Iceberg A81,2023-04-28T00:00:00Z,700.0,-77.59,-36.06
Iceberg A81,2023-05-26T00:00:00Z,700.0,-77.69,-38.53
Iceberg A81,2023-06-15T00:00:00Z,700.0,-77.54,-40.51
Iceberg A81,2023-07-14T00:00:00Z,700.0,-77.38,-42.95
Iceberg A81,2023-07-28T00:00:00Z,700.0,-77.69,-39.22
Iceberg A81,2023-08-04T00:00:00Z,700.0,-77.08,-44.49
Iceberg A81,2023-09-22T00:00:00Z,700.0,-76.69,-45.63
Iceberg A81,2023-10-26T00:00:00Z,700.0,-76.47,-48.51
Iceberg A81,2024-03-07T00:00:00Z,700.0,-75.98,-47.68
Iceberg A81,2024-12-13T00:00:00Z,700.0,-69.42,-57.72
Iceberg A81,2025-02-21T00:00:00Z,700.0,-69.67,-58.91
Iceberg A81,2025-03-13T00:00:00Z,700.0,-69.19,-58.84
Iceberg A81,2025-04-04T00:00:00Z,700.0,-68.7,-58.84
Iceberg A81,2025-05-22T00:00:00Z,700.0,-68.31,-58.15
Iceberg A81,2025-07-18T00:00:00Z,700.0,-67.72,-58.19
Iceberg A81,2025-08-08T00:00:00Z,700.0,-67.14,-58.02
Iceberg A81,2025-09-04T00:00:00Z,700.0,-66.69,-58.34
Iceberg A81,2025-10-09T00:00:00Z,700.0,-65.8,-58.33
Iceberg A81,2025-11-14T00:00:00Z,700.0,-65.3,-57.93
Iceberg A81,2026-01-09T00:00:00Z,700.0,-64.87,-58.32
Iceberg A81,2026-04-03T00:00:00Z,700.0,-64.82,-57.15
Iceberg D32,2022-10-21T00:00:00Z,90.0,-68.36,70.68
Iceberg D32,2022-11-11T00:00:00Z,90.0,-67.87,70.97
Iceberg D32,2022-12-16T00:00:00Z,90.0,-67.25,71.07
Iceberg D32,2023-01-06T00:00:00Z,90.0,-66.78,70.03
Iceberg D32,2023-01-20T00:00:00Z,90.0,-67.02,68.02
Iceberg D32,2023-02-03T00:00:00Z,90.0,-66.69,66.44
Iceberg D32,2023-03-10T00:00:00Z,90.0,-66.73,64.91
Iceberg D32,2023-04-14T00:00:00Z,90.0,-66.79,61.47
Iceberg D32,2023-04-21T00:00:00Z,90.0,-66.63,59.41
Iceberg D32,2023-04-28T00:00:00Z,90.0,-65.95,57.37
Iceberg D32,2023-05-05T00:00:00Z,90.0,-65.65,55.56
Iceberg D32,2023-12-08T00:00:00Z,90.0,-65.41,53.8
Iceberg D32,2024-02-02T00:00:00Z,90.0,-65.21,52.63
Iceberg D32,2024-02-23T00:00:00Z,90.0,-64.71,51.95
Iceberg D32,2024-03-15T00:00:00Z,90.0,-64.61,50.88
Iceberg D32,2024-03-29T00:00:00Z,90.0,-65.03,50.49
Iceberg D32,2024-12-13T00:00:00Z,54.0,-69.95,-2.1
Iceberg D32,2024-12-26T00:00:00Z,54.0,-70.05,-4.13
Iceberg D32,2025-01-31T00:00:00Z,54.0,-70.14,-6.05
Iceberg D32,2025-02-06T00:00:00Z,54.0,-70.37,-7.56
Iceberg D32,2025-02-14T00:00:00Z,54.0,-70.41,-8.92
Iceberg D32,2025-02-21T00:00:00Z,54.0,-70.73,-9.94
Iceberg D32,2025-04-18T00:00:00Z,54.0,-71.18,-12.58
Iceberg D32,2025-04-24T00:00:00Z,54.0,-71.88,-16.28
Iceberg D32,2025-05-02T00:00:00Z,54.0,-73.06,-20.64
Iceberg D32,2025-05-09T00:00:00Z,54.0,-71.95,-15.13
Iceberg D32,2025-05-16T00:00:00Z,54.0,-74.01,-27.02
Iceberg D32,2025-05-29T00:00:00Z,54.0,-72.77,-28.57
Iceberg D32,2025-06-12T00:00:00Z,54.0,-71.38,-28.37
Iceberg D32,2025-07-31T00:00:00Z,54.0,-71.86,-29.29
Iceberg D32,2025-08-14T00:00:00Z,54.0,-71.56,-30.55
Iceberg D32,2025-08-21T00:00:00Z,54.0,-71.17,-32.4
Iceberg D32,2025-08-28T00:00:00Z,54.0,-70.84,-33.47
Iceberg D32,2025-09-11T00:00:00Z,54.0,-69.74,-34.14
Iceberg D32,2025-09-18T00:00:00Z,54.0,-69.25,-33.22
Iceberg D32,2025-10-09T00:00:00Z,54.0,-68.6,-33.3
Iceberg D32,2025-10-16T00:00:00Z,54.0,-68.9,-34.27
Iceberg D32,2025-10-31T00:00:00Z,54.0,-68.41,-34.42
Iceberg D32,2025-11-07T00:00:00Z,54.0,-68.83,-35.47
Iceberg D32,2025-11-21T00:00:00Z,54.0,-69.03,-37.95
Iceberg D32,2025-12-05T00:00:00Z,54.0,-68.65,-39.6
Iceberg D32,2026-01-02T00:00:00Z,54.0,-68.86,-41.1
Iceberg D32,2026-01-09T00:00:00Z,54.0,-68.35,-42.29
Iceberg D32,2026-01-23T00:00:00Z,54.0,-67.73,-43.21
Iceberg D32,2026-02-13T00:00:00Z,54.0,-67.13,-44.33
Iceberg D32,2026-02-26T00:00:00Z,54.0,-66.8,-45.65
Iceberg D32,2026-03-26T00:00:00Z,54.0,-66.25,-46.3
Iceberg D32,2026-04-10T00:00:00Z,54.0,-66.36,-47.66
Iceberg A74A,2022-06-10T00:00:00Z,540.0,-76.9,-45.89
Iceberg A74A,2022-12-02T00:00:00Z,540.0,-76.75,-47.89
Iceberg A74A,2023-01-20T00:00:00Z,540.0,-76.58,-46.05
Iceberg A74A,2023-03-03T00:00:00Z,540.0,-76.1,-44.4
Iceberg A74A,2023-04-28T00:00:00Z,540.0,-76.13,-46.92
Iceberg A74A,2023-05-12T00:00:00Z,540.0,-75.91,-48.74
Iceberg A74A,2023-06-09T00:00:00Z,540.0,-75.8,-50.66
Iceberg A74A,2023-06-30T00:00:00Z,540.0,-75.25,-53.34
Iceberg A74A,2023-07-14T00:00:00Z,540.0,-74.8,-54.22
Iceberg A74A,2023-07-28T00:00:00Z,540.0,-75.93,-50.28
Iceberg A74A,2023-08-04T00:00:00Z,540.0,-73.8,-55.32
Iceberg A74A,2023-09-08T00:00:00Z,540.0,-73.28,-56.06
Iceberg A74A,2023-09-15T00:00:00Z,540.0,-72.83,-55.8
Iceberg A74A,2023-10-06T00:00:00Z,540.0,-72.27,-55.63
Iceberg A74A,2023-10-26T00:00:00Z,540.0,-71.58,-55.69
Iceberg A74A,2023-12-08T00:00:00Z,540.0,-72.11,-54.32
Iceberg A74A,2024-01-18T00:00:00Z,540.0,-72.41,-53.2
Iceberg A74A,2024-02-16T00:00:00Z,540.0,-72.38,-54.79
